fid,DN,Enregistre,Latitude,Longitude,Type,Milieu,surface
5232,"4158",P-lisiere,45.086219999999997,-73.103420000000000,lisiere,mixte,506.72452572218
5233,"4158",P-lisiere,45.086219999999997,-73.103420000000000,lisiere,mixte,222.587225082621
5235,"4158",W-lisiere,45.088810000000002,-73.097790000000003,lisiere,foret,2466.86918974412
5446,"4565",P-lisiere,45.086219999999997,-73.103420000000000,lisiere,mixte,340.406632434228
5446,"4565",W-lisiere,45.088810000000002,-73.097790000000003,lisiere,foret,37397.7323740303
5481,"4732",P-lisiere,45.086219999999997,-73.103420000000000,lisiere,mixte,197.349661733722
5520,"4732",P-lisiere,45.086219999999997,-73.103420000000000,lisiere,mixte,197.349664405803
5557,"732",P-lisiere,45.086219999999997,-73.103420000000000,lisiere,mixte,15056.4567244437
5599,"4547",P-lisiere,45.086219999999997,-73.103420000000000,lisiere,mixte,37868.9275698869
5599,"4547",W-lisiere,45.088810000000002,-73.097790000000003,lisiere,foret,16740.7206931707
5610,"4147",P-lisiere,45.086219999999997,-73.103420000000000,lisiere,mixte,98.6748393799062
5620,"120",P-lisiere,45.086219999999997,-73.103420000000000,lisiere,mixte,197.349665910238
5621,"6529",P-lisiere,45.086219999999997,-73.103420000000000,lisiere,mixte,98.674830686301
5636,"6147",P-lisiere,45.086219999999997,-73.103420000000000,lisiere,mixte,98.6748320667539
5645,"6529",P-lisiere,45.086219999999997,-73.103420000000000,lisiere,mixte,98.674832458375
6106,"6529",P-lisiere,45.086219999999997,-73.103420000000000,lisiere,mixte,197.05878857919
6211,"120",Q-lisiere,45.082180000000001,-73.108559999999997,lisiere,mixte,296.02464513178
6227,"6529",Q-lisiere,45.082180000000001,-73.108559999999997,lisiere,mixte,98.6748807911063
6235,"6147",Q-lisiere,45.082180000000001,-73.108559999999997,lisiere,mixte,592.049311655923
6241,"120",Q-lisiere,45.082180000000001,-73.108559999999997,lisiere,mixte,98.6748904295382
6274,"6529",Q-lisiere,45.082180000000001,-73.108559999999997,lisiere,mixte,2368.19729245291
6310,"6147",Q-lisiere,45.082180000000001,-73.108559999999997,lisiere,mixte,592.0493564973
6341,"4147",Q-lisiere,45.082180000000001,-73.108559999999997,lisiere,mixte,98.674892008421
6351,"4147",Q-lisiere,45.082180000000001,-73.108559999999997,lisiere,mixte,98.6748934541247
6391,"4147",Q-lisiere,45.082180000000001,-73.108559999999997,lisiere,mixte,98.6748950327164
6417,"4147",Q-lisiere,45.082180000000001,-73.108559999999997,lisiere,mixte,888.074084749445
6448,"4147",Q-lisiere,45.082180000000001,-73.108559999999997,lisiere,mixte,98.6749058649293
6480,"4147",Q-lisiere,45.082180000000001,-73.108559999999997,lisiere,mixte,98.6749070651131
6498,"6147",Q-lisiere,45.082180000000001,-73.108559999999997,lisiere,mixte,98.6749097741558
6505,"6147",Q-lisiere,45.082180000000001,-73.108559999999997,lisiere,mixte,73.8419936691935
6506,"4147",Q-lisiere,45.082180000000001,-73.108559999999997,lisiere,mixte,394.699636688048
6618,"6020",Q-lisiere,45.082180000000001,-73.108559999999997,lisiere,mixte,91.1081631621655
6634,"6529",Q-lisiere,45.082180000000001,-73.108559999999997,lisiere,mixte,354.749791728274
7120,"4547",Q-lisiere,45.082180000000001,-73.108559999999997,lisiere,mixte,0.182404388577197
7339,"2529",Q-lisiere,45.082180000000001,-73.108559999999997,lisiere,mixte,52.2802554898371
4857,"147",W-lisiere,45.088810000000002,-73.097790000000003,lisiere,foret,2122.90736903864
4857,"147",Y-lisiere,45.089779999999998,-73.091390000000004,lisiere,foret,55730.7575451463
4857,"147",Z-lisiere,45.090249999999997,-73.084270000000004,lisiere,mixte,47702.5254558448
5008,"547",W-lisiere,45.088810000000002,-73.097790000000003,lisiere,foret,98.6747176856734
5023,"4158",Y-lisiere,45.089779999999998,-73.091390000000004,lisiere,foret,888.072286119335
5048,"4158",W-lisiere,45.088810000000002,-73.097790000000003,lisiere,foret,1973.49478015426
5049,"4158",W-lisiere,45.088810000000002,-73.097790000000003,lisiere,foret,1184.09667874547
5050,"4158",W-lisiere,45.088810000000002,-73.097790000000003,lisiere,foret,590.431216889177
5050,"4158",Y-lisiere,45.089779999999998,-73.091390000000004,lisiere,foret,789.397668175749
5131,"120",W-lisiere,45.088810000000002,-73.097790000000003,lisiere,foret,197.349488245207
5140,"565",W-lisiere,45.088810000000002,-73.097790000000003,lisiere,foret,394.699027434166
5173,"4158",W-lisiere,45.088810000000002,-73.097790000000003,lisiere,foret,1381.44648627407
5215,"120",W-lisiere,45.088810000000002,-73.097790000000003,lisiere,foret,1071.23643457092
5358,"4565",W-lisiere,45.088810000000002,-73.097790000000003,lisiere,foret,18802.1025536944
5358,"4565",Y-lisiere,45.089779999999998,-73.091390000000004,lisiere,foret,32178.9292305836
5375,"4529",W-lisiere,45.088810000000002,-73.097790000000003,lisiere,foret,161.524216989696
5375,"4529",Y-lisiere,45.089779999999998,-73.091390000000004,lisiere,foret,197.349407987145
5395,"4529",W-lisiere,45.088810000000002,-73.097790000000003,lisiere,foret,1085.42181162286
5395,"4529",Y-lisiere,45.089779999999998,-73.091390000000004,lisiere,foret,0.0442755899257463
5403,"4529",W-lisiere,45.088810000000002,-73.097790000000003,lisiere,foret,197.349434029893
5464,"4547",W-lisiere,45.088810000000002,-73.097790000000003,lisiere,foret,43712.905209501
5464,"4547",Y-lisiere,45.089779999999998,-73.091390000000004,lisiere,foret,2680.66742286438
5498,"2529",W-lisiere,45.088810000000002,-73.097790000000003,lisiere,foret,6622.74536829215
5498,"2529",Y-lisiere,45.089779999999998,-73.091390000000004,lisiere,foret,13638.6496203494
5535,"2529",W-lisiere,45.088810000000002,-73.097790000000003,lisiere,foret,98.6747260328266
5536,"6529",W-lisiere,45.088810000000002,-73.097790000000003,lisiere,foret,98.6747117858613
5547,"6529",W-lisiere,45.088810000000002,-73.097790000000003,lisiere,foret,789.397729459684
6236,"6529",X-foret_X-lisiere,45.082830000000001,-73.082080000000005,foret,mixte,98.6745590143837
6242,"6529",X-foret_X-lisiere,45.082830000000001,-73.082080000000005,foret,mixte,98.6745573413209
4841,"120",Y-lisiere,45.089779999999998,-73.091390000000004,lisiere,foret,789.3970998273
4858,"120",Y-lisiere,45.089779999999998,-73.091390000000004,lisiere,foret,1282.77056125214
4859,"120",Z-lisiere,45.090249999999997,-73.084270000000004,lisiere,mixte,296.023871050857
4872,"4147",Y-lisiere,45.089779999999998,-73.091390000000004,lisiere,foret,394.698567372863
4873,"4147",Y-lisiere,45.089779999999998,-73.091390000000004,lisiere,foret,417.386049604276
4873,"4147",Z-lisiere,45.090249999999997,-73.084270000000004,lisiere,mixte,83.202140032663
4887,"4147",Y-lisiere,45.089779999999998,-73.091390000000004,lisiere,foret,197.349295427266
4939,"4158",Y-lisiere,45.089779999999998,-73.091390000000004,lisiere,foret,98.6746759251109
4940,"4253",Y-lisiere,45.089779999999998,-73.091390000000004,lisiere,foret,98.6746469030622
4952,"4147",Y-lisiere,45.089779999999998,-73.091390000000004,lisiere,foret,1381.44542277697
4976,"4120",Y-lisiere,45.089779999999998,-73.091390000000004,lisiere,foret,394.698709536751
4990,"4158",Y-lisiere,45.089779999999998,-73.091390000000004,lisiere,foret,296.024049215834
5116,"4253",Y-lisiere,45.089779999999998,-73.091390000000004,lisiere,foret,14761.1237769892
5116,"4253",Z-lisiere,45.090249999999997,-73.084270000000004,lisiere,mixte,5229.16679245078
5152,"6253",Y-lisiere,45.089779999999998,-73.091390000000004,lisiere,foret,9374.09062838461
5152,"6253",Z-lisiere,45.090249999999997,-73.084270000000004,lisiere,mixte,313.787986317358
5332,"4529",Y-lisiere,45.089779999999998,-73.091390000000004,lisiere,foret,98.6746962315519
5345,"2565",Y-lisiere,45.089779999999998,-73.091390000000004,lisiere,foret,98.6746974361595
5359,"2565",Y-lisiere,45.089779999999998,-73.091390000000004,lisiere,foret,98.6747000803589
4520,"122",Z-lisiere,45.090249999999997,-73.084270000000004,lisiere,mixte,98.5678137288778
4547,"7122",Z-lisiere,45.090249999999997,-73.084270000000004,lisiere,mixte,121.276783532754
4564,"147",Z-lisiere,45.090249999999997,-73.084270000000004,lisiere,mixte,196.091391954862
4582,"7120",Z-lisiere,45.090249999999997,-73.084270000000004,lisiere,mixte,1082.0664506398
4645,"147",Z-lisiere,45.090249999999997,-73.084270000000004,lisiere,mixte,193.01781514578
4690,"4147",Z-lisiere,45.090249999999997,-73.084270000000004,lisiere,mixte,98.6745530735352
4708,"7120",Z-lisiere,45.090249999999997,-73.084270000000004,lisiere,mixte,493.372775809024
4709,"120",Z-lisiere,45.090249999999997,-73.084270000000004,lisiere,mixte,394.698215405748
4723,"4021",Z-lisiere,45.090249999999997,-73.084270000000004,lisiere,mixte,83.1549622722669
4749,"4021",Z-lisiere,45.090249999999997,-73.084270000000004,lisiere,mixte,197.349094367819
4761,"120",Z-lisiere,45.090249999999997,-73.084270000000004,lisiere,mixte,296.023666001449
4769,"4021",Z-lisiere,45.090249999999997,-73.084270000000004,lisiere,mixte,98.6745486274012
4779,"4529",Z-lisiere,45.090249999999997,-73.084270000000004,lisiere,mixte,3607.66367872729
4813,"4021",Z-lisiere,45.090249999999997,-73.084270000000004,lisiere,mixte,98.6745499453391
4842,"7147",Z-lisiere,45.090249999999997,-73.084270000000004,lisiere,mixte,23012.1220651507
4843,"7120",Z-lisiere,45.090249999999997,-73.084270000000004,lisiere,mixte,197.349139989528
4844,"7120",Z-lisiere,45.090249999999997,-73.084270000000004,lisiere,mixte,592.04733494122
4845,"7529",Z-lisiere,45.090249999999997,-73.084270000000004,lisiere,mixte,98.6745532132918
4846,"4021",Z-lisiere,45.090249999999997,-73.084270000000004,lisiere,mixte,98.6745516092633
4860,"4147",Z-lisiere,45.090249999999997,-73.084270000000004,lisiere,mixte,690.722314396931
4861,"120",Z-lisiere,45.090249999999997,-73.084270000000004,lisiere,mixte,98.6745975543745
4862,"4147",Z-lisiere,45.090249999999997,-73.084270000000004,lisiere,mixte,592.047570531373
4863,"4021",Z-lisiere,45.090249999999997,-73.084270000000004,lisiere,mixte,98.6745531082852
4864,"4529",Z-lisiere,45.090249999999997,-73.084270000000004,lisiere,mixte,497.82350630092
4874,"20",Z-lisiere,45.090249999999997,-73.084270000000004,lisiere,mixte,98.6745532331988
4875,"4021",Z-lisiere,45.090249999999997,-73.084270000000004,lisiere,mixte,98.6745414769975
4876,"4122",Z-lisiere,45.090249999999997,-73.084270000000004,lisiere,mixte,950.324514508538
4888,"7120",Z-lisiere,45.090249999999997,-73.084270000000004,lisiere,mixte,789.396491963707
4905,"7529",Z-lisiere,45.090249999999997,-73.084270000000004,lisiere,mixte,3354.93534707825
4932,"120",Z-lisiere,45.090249999999997,-73.084270000000004,lisiere,mixte,419.008060303982
4941,"20",Z-lisiere,45.090249999999997,-73.084270000000004,lisiere,mixte,98.6745560586569
4963,"7529",Z-lisiere,45.090249999999997,-73.084270000000004,lisiere,mixte,197.349127048976
4991,"7529",Z-lisiere,45.090249999999997,-73.084270000000004,lisiere,mixte,98.6745648534852
4992,"4122",Z-lisiere,45.090249999999997,-73.084270000000004,lisiere,mixte,149.127628146409
5000,"7529",Z-lisiere,45.090249999999997,-73.084270000000004,lisiere,mixte,98.6745664484333
5009,"7529",Z-lisiere,45.090249999999997,-73.084270000000004,lisiere,mixte,98.6745796760079
5010,"7529",Z-lisiere,45.090249999999997,-73.084270000000004,lisiere,mixte,98.6745678886655
5024,"7253",Z-lisiere,45.090249999999997,-73.084270000000004,lisiere,mixte,7893.96572038229
5051,"7529",Z-lisiere,45.090249999999997,-73.084270000000004,lisiere,mixte,98.6745809313725
5052,"7253",Z-lisiere,45.090249999999997,-73.084270000000004,lisiere,mixte,98.6745797885815
5053,"7529",Z-lisiere,45.090249999999997,-73.084270000000004,lisiere,mixte,98.6745695935679
5071,"5529",Z-lisiere,45.090249999999997,-73.084270000000004,lisiere,mixte,197.349165165913
5072,"7529",Z-lisiere,45.090249999999997,-73.084270000000004,lisiere,mixte,197.349141690647
5100,"5529",Z-lisiere,45.090249999999997,-73.084270000000004,lisiere,mixte,98.6745842050877
5101,"7529",Z-lisiere,45.090249999999997,-73.084270000000004,lisiere,mixte,98.6745722055784
5117,"5529",Z-lisiere,45.090249999999997,-73.084270000000004,lisiere,mixte,98.6745857856004
5118,"7253",Z-lisiere,45.090249999999997,-73.084270000000004,lisiere,mixte,197.349152031296
5119,"7529",Z-lisiere,45.090249999999997,-73.084270000000004,lisiere,mixte,98.6745737214806
5132,"5529",Z-lisiere,45.090249999999997,-73.084270000000004,lisiere,mixte,98.6745871504536
5133,"7529",Z-lisiere,45.090249999999997,-73.084270000000004,lisiere,mixte,98.6745752616553
5141,"5529",Z-lisiere,45.090249999999997,-73.084270000000004,lisiere,mixte,98.674588784168
5147,"5529",Z-lisiere,45.090249999999997,-73.084270000000004,lisiere,mixte,98.6745900541428
5150,"122",Z-lisiere,45.090249999999997,-73.084270000000004,lisiere,mixte,94.7346571516246
5190,"5529",Z-lisiere,45.090249999999997,-73.084270000000004,lisiere,mixte,98.6745914864005
5199,"4253",Z-lisiere,45.090249999999997,-73.084270000000004,lisiere,mixte,493.372968973999
5200,"5253",Z-lisiere,45.090249999999997,-73.084270000000004,lisiere,mixte,8979.38712374127
5246,"5529",Z-lisiere,45.090249999999997,-73.084270000000004,lisiere,mixte,98.6745825927937
,,C-foret,45.059890000000003,-73.288010000000000,foret,foret,4.06094477511942e-05
,,C-lisiere,45.062519999999999,-73.287289999999999,lisiere,foret,4.00245189666748e-05
,,E-foret,45.076079999999997,-73.228089999999995,foret,mixte,1.88021222129464e-05
,,E-lisiere,45.078769999999999,-73.227549999999994,lisiere,mixte,5.97287762502674e-05
,,F-foret,45.086610000000000,-73.228030000000004,foret,mixte,5.09178498759866e-05
,,F-lisiere,45.085120000000003,-73.224699999999999,lisiere,mixte,4.57782298326492e-05
,,G-foret,45.104979999999998,-73.201110000000000,foret,mixte,2.82973051071167e-05
,,G-lisiere,45.106470000000002,-73.197649999999996,lisiere,mixte,0.000154971048687003
,,H-lisiere,45.093150000000001,-73.129909999999995,lisiere,mixte,5.07042277604342e-05
,,J-foret,45.085630000000002,-73.085369999999998,foret,mixte,1.87295481737237e-05
,,J-lisiere,45.085830000000001,-73.080380000000005,lisiere,mixte,4.6253942855401e-05
,,K-foret,45.079470000000001,-73.081540000000004,foret,mixte,2.87806615233421e-05
,,K-lisiere,45.080539999999999,-73.077849999999998,lisiere,foret,3.3453106880188e-06
,,L-foret_O-lisiere,45.073110000000000,-73.073589999999996,lisiere,mixte,-1.20839104056358e-06
,,L-lisiere,45.074990000000000,-73.073660000000004,lisiere,mixte,3.03442939184606e-05
,,M-foret,45.021110000000000,-73.077699999999993,foret,foret,1.50464329635724e-05
,,M-lisiere,45.021740000000001,-73.081779999999995,lisiere,mixte,5.76924066990614e-05
,,N-foret,45.024700000000003,-73.071010000000001,foret,foret,4.21865843236446e-06
,,N-lisiere,45.027209999999997,-73.072270000000003,lisiere,foret,3.4593675081851e-05
,,Q-lisiere,45.082180000000001,-73.108559999999997,lisiere,mixte,2.60947272181511e-05
,,X-foret_X-lisiere,45.082830000000001,-73.082080000000005,foret,mixte,0
,,Y-lisiere,45.089779999999998,-73.091390000000004,lisiere,foret,1.96534674614668e-05
,,Z-lisiere,45.090249999999997,-73.084270000000004,lisiere,mixte,5.51627158099739e-05
