"Site","Year","Month","Day","Time24H","RecordingQuality","DisturbanceType","ANAME","HYVER","LICLA","LICAT","LIPAL","LIPIP","LISEP","LISYL","PSMACTRI","PSCRU","fileName","jour_julien"
"G-lisiere",2022,6,14,1500,2,3,0,0,0,0,0,0,0,0,0,0,"S4A16403_20220614_150000.wav",164
"G-lisiere",2022,6,14,2100,3,3,0,2,0,0,0,0,0,0,0,0,"S4A16403_20220614_210000.wav",164
"G-lisiere",2022,6,15,100,3,3,1,1,1,0,0,0,0,0,0,0,"S4A16403_20220615_010000.wav",165
"G-lisiere",2022,6,21,1500,2,2,0,0,0,0,0,0,0,0,0,0,"S4A16403_20220621_150000.wav",171
"G-lisiere",2022,6,21,2100,2,2,0,1,0,0,0,0,0,0,0,0,"S4A16403_20220621_210000.wav",171
"G-lisiere",2022,6,22,100,1,2,0,0,0,0,0,0,0,0,0,0,"S4A16403_20220622_010000.wav",172
"G-lisiere",2022,6,28,1500,3,2,0,0,0,0,0,0,0,0,0,0,"S4A16403_20220628_150000.wav",178
"G-lisiere",2022,6,28,2100,3,1,0,3,0,0,0,0,0,0,0,0,"S4A16403_20220628_210000.wav",178
"G-lisiere",2022,6,29,100,2,2,0,0,2,0,0,0,0,0,0,0,"S4A16403_20220629_010000.wav",179
"G-lisiere",2022,7,5,1500,2,3,0,0,0,0,0,0,0,0,0,0,"S4A16403_20220705_150000.wav",185
"G-lisiere",2022,7,5,2100,2,2,0,1,0,0,0,0,0,0,0,0,"S4A16403_20220705_210000.wav",185
"G-lisiere",2022,7,6,100,2,2,0,0,0,0,0,0,0,0,0,0,"S4A16403_20220706_010000.wav",186
"G-lisiere",2022,7,12,1500,2,2,0,0,0,0,0,0,0,0,0,0,"S4A16403_20220712_150000.wav",192
"G-lisiere",2022,7,12,2100,2,2,0,1,0,0,0,0,0,0,0,0,"S4A16403_20220712_210000.wav",192
"G-lisiere",2022,7,13,100,2,2,0,0,0,0,0,0,0,0,0,0,"S4A16403_20220713_010000.wav",193
"G-lisiere",2022,7,19,1500,2,2,0,0,0,0,0,0,0,0,0,0,"S4A16403_20220719_150000.wav",199
"G-lisiere",2022,7,19,2100,3,1,0,0,0,0,0,0,0,0,0,0,"S4A16403_20220719_210000.wav",199
"G-lisiere",2022,7,20,100,3,2,0,0,2,0,0,0,0,0,0,0,"S4A16403_20220720_010000.wav",200
"G-lisiere",2022,7,26,1500,1,2,0,0,0,0,0,0,0,0,0,0,"S4A16403_20220726_150000.wav",206
"G-lisiere",2022,7,26,2100,3,1,0,0,0,0,0,0,0,0,0,0,"S4A16403_20220726_210000.wav",206
"G-lisiere",2022,7,27,100,2,3,0,0,1,0,0,0,0,0,0,0,"S4A16403_20220727_010000.wav",207
"G-lisiere",2022,8,2,1500,2,2,0,0,0,0,0,0,0,0,0,0,"S4A16403_20220802_150000.wav",213
"G-lisiere",2022,8,2,2100,2,2,0,0,0,0,0,0,0,0,0,0,"S4A16403_20220802_210000.wav",213
"G-lisiere",2022,8,3,100,3,1,0,0,1,0,0,0,0,0,0,0,"S4A16403_20220803_010000.wav",214
"H-lisiere",2022,5,25,100,3,3,0,0,0,0,0,0,0,0,0,0,"S4A16332_20220525_010000.wav",144
"H-lisiere",2022,5,31,1500,2,3,0,0,0,0,0,0,0,0,0,0,"S4A16332_20220531_150000.wav",150
"H-lisiere",2022,5,31,2100,2,3,0,2,0,0,0,0,0,0,0,0,"S4A16332_20220531_210000.wav",150
"H-lisiere",2022,6,1,100,2,2,0,0,1,0,0,0,0,0,0,0,"S4A16332_20220601_010000.wav",151
"H-lisiere",2022,6,7,1500,2,2,0,0,0,0,0,0,0,0,0,0,"S4A16332_20220607_150000.wav",157
"H-lisiere",2022,6,7,2100,1,2,0,0,0,0,0,0,0,0,0,0,"S4A16332_20220607_210000.wav",157
"H-lisiere",2022,6,8,0,1,2,0,0,0,0,0,0,0,0,0,0,"S4A16332_20220608_000000.wav",158
"H-lisiere",2022,6,14,1500,2,3,0,0,0,0,0,0,0,0,0,0,"S4A16332_20220614_150000.wav",164
"H-lisiere",2022,6,14,2100,2,3,0,2,0,0,0,0,0,0,0,0,"S4A16332_20220614_210000.wav",164
"H-lisiere",2022,6,15,0,2,3,1,2,3,0,0,0,0,0,0,0,"S4A16332_20220615_000000.wav",165
"H-lisiere",2022,6,21,1500,2,3,0,0,0,0,0,0,0,0,0,0,"S4A16332_20220621_150000.wav",171
"H-lisiere",2022,6,21,2100,1,2,0,1,0,0,0,0,0,0,0,0,"S4A16332_20220621_210000.wav",171
"H-lisiere",2022,6,22,100,2,2,0,0,0,0,0,0,0,0,0,0,"S4A16332_20220622_010000.wav",172
"H-lisiere",2022,6,28,1500,3,3,0,0,1,0,0,0,0,0,0,0,"S4A16332_20220628_150000.wav",178
"H-lisiere",2022,6,28,2100,2,3,0,3,1,0,0,0,0,0,0,0,"S4A16332_20220628_210000.wav",178
"H-lisiere",2022,6,29,100,2,3,0,0,2,0,0,0,0,0,0,0,"S4A16332_20220629_010000.wav",179
"H-lisiere",2022,7,5,1500,2,3,0,0,0,0,0,0,0,0,0,0,"S4A16332_20220705_150000.wav",185
"H-lisiere",2022,7,5,2100,2,2,0,2,0,0,0,0,0,0,0,0,"S4A16332_20220705_210000.wav",185
"H-lisiere",2022,7,6,100,2,2,0,0,1,0,0,0,0,0,0,0,"S4A16332_20220706_010000.wav",186
"H-lisiere",2022,7,12,1500,2,2,0,0,0,0,0,0,0,0,0,0,"S4A16332_20220712_150000.wav",192
"H-lisiere",2022,7,12,2100,2,2,0,0,0,0,0,0,0,0,0,0,"S4A16332_20220712_210000.wav",192
"H-lisiere",2022,7,13,0,3,2,0,0,2,0,0,0,0,0,0,0,"S4A16332_20220713_000000.wav",193
"H-lisiere",2022,7,19,1500,2,2,0,0,0,0,0,0,0,0,0,0,"S4A16332_20220719_150000.wav",199
"H-lisiere",2022,7,19,2100,2,3,0,0,0,0,0,0,0,0,0,0,"S4A16332_20220719_210000.wav",199
"H-lisiere",2022,7,20,100,3,1,0,0,2,0,0,0,0,0,0,0,"S4A16332_20220720_010000.wav",200
"H-lisiere",2022,7,26,1500,2,2,0,0,0,0,0,0,0,0,0,0,"S4A16332_20220726_150000.wav",206
"H-lisiere",2022,7,26,2100,2,3,0,0,1,0,0,0,0,0,0,0,"S4A16332_20220726_210000.wav",206
"H-lisiere",2022,7,27,100,3,1,0,0,1,0,0,0,0,0,0,0,"S4A16332_20220727_010000.wav",207
"J-foret",2022,5,25,100,3,1,0,0,0,1,0,0,0,0,0,2,"S4A16426_20220525_010000.wav",144
"J-foret",2022,5,31,1500,2,3,0,0,0,0,0,0,0,0,0,0,"S4A16426_20220531_150000.wav",150
"J-foret",2022,5,31,2100,2,3,0,1,0,0,0,0,0,0,0,0,"S4A16426_20220531_210000.wav",150
"J-foret",2022,6,1,100,3,1,1,0,0,0,0,0,0,0,0,0,"S4A16426_20220601_010000.wav",151
"J-foret",2022,6,7,1500,1,2,0,0,0,0,0,0,0,0,0,0,"S4A16426_20220607_150000.wav",157
"J-foret",2022,6,7,2100,2,2,0,0,0,0,0,0,0,0,0,0,"S4A16426_20220607_210000.wav",157
"J-foret",2022,6,8,100,1,2,0,0,0,0,0,0,0,0,0,0,"S4A16426_20220608_010000.wav",158
"J-foret",2022,6,14,1500,2,3,0,0,0,0,0,0,0,0,0,0,"S4A16426_20220614_150000.wav",164
"J-foret",2022,6,14,2100,2,3,0,0,0,0,0,0,0,0,0,0,"S4A16426_20220614_210000.wav",164
"J-foret",2022,6,15,100,3,1,1,0,1,1,0,0,0,0,0,0,"S4A16426_20220615_010000.wav",165
"J-foret",2022,6,21,1500,2,3,0,0,0,0,0,0,0,0,0,0,"S4A16426_20220621_150000.wav",171
"J-foret",2022,6,21,2100,2,2,0,0,0,0,0,0,0,0,0,0,"S4A16426_20220621_210000.wav",171
"J-foret",2022,6,22,100,1,2,0,0,0,0,0,0,0,0,0,0,"S4A16426_20220622_010000.wav",172
"J-foret",2022,6,28,1500,2,2,0,0,0,0,0,0,0,0,0,0,"S4A16426_20220628_150000.wav",178
"J-foret",2022,6,28,2100,2,3,0,1,0,0,0,0,0,0,0,0,"S4A16426_20220628_210000.wav",178
"J-foret",2022,6,29,100,3,1,0,0,2,1,0,0,0,0,0,0,"S4A16426_20220629_010000.wav",179
"J-foret",2022,7,5,1500,2,3,0,0,0,0,0,0,0,0,0,0,"S4A16426_20220705_150000.wav",185
"J-foret",2022,7,5,2100,2,2,0,0,1,0,0,0,0,0,0,0,"S4A16426_20220705_210000.wav",185
"J-foret",2022,7,6,100,2,2,0,0,1,0,0,0,0,0,0,0,"S4A16426_20220706_010000.wav",186
"J-foret",2022,7,12,1500,1,2,0,0,1,0,0,0,0,0,0,0,"S4A16426_20220712_150000.wav",192
"J-foret",2022,7,12,2100,2,3,0,0,1,0,0,0,0,0,0,0,"S4A16426_20220712_210000.wav",192
"J-foret",2022,7,13,100,3,1,0,0,1,0,0,0,0,0,0,0,"S4A16426_20220713_010000.wav",193
"J-foret",2022,7,19,1500,2,2,0,0,0,0,0,0,0,0,0,0,"S4A16426_20220719_150000.wav",199
"J-foret",2022,7,19,2100,2,3,0,0,1,0,0,0,0,0,0,0,"S4A16426_20220719_210000.wav",199
"J-foret",2022,7,20,100,3,1,0,0,2,0,0,0,0,0,0,0,"S4A16426_20220720_010000.wav",200
"J-foret",2022,7,26,1500,2,2,0,0,0,0,0,0,0,0,0,0,"S4A16426_20220726_150000.wav",206
"J-foret",2022,7,26,2100,3,1,0,0,0,0,0,0,0,0,0,0,"S4A16426_20220726_210000.wav",206
"J-foret",2022,7,27,100,3,1,0,0,0,0,0,0,0,0,0,0,"S4A16426_20220727_010000.wav",207
"J-lisiere",2022,5,25,100,3,1,0,0,0,0,0,0,0,0,0,2,"S4A16339_20220525_010000.wav",144
"J-lisiere",2022,5,31,1500,2,3,0,0,0,0,0,0,0,0,0,0,"S4A16339_20220531_150000.wav",150
"J-lisiere",2022,5,31,2100,2,2,0,0,0,0,0,0,0,0,0,1,"S4A16339_20220531_210000.wav",150
"J-lisiere",2022,6,1,100,2,3,1,0,2,0,0,0,0,0,0,0,"S4A16339_20220601_010000.wav",151
"J-lisiere",2022,6,7,1500,2,2,0,0,0,0,0,0,0,0,0,0,"S4A16339_20220607_150000.wav",157
"J-lisiere",2022,6,7,2100,2,2,0,0,0,0,0,0,0,0,0,0,"S4A16339_20220607_210000.wav",157
"J-lisiere",2022,6,8,100,2,2,0,0,0,0,0,0,0,0,0,0,"S4A16339_20220608_010000.wav",158
"J-lisiere",2022,6,14,1500,3,1,0,0,0,0,0,0,0,0,0,0,"S4A16339_20220614_150000.wav",164
"J-lisiere",2022,6,14,2100,3,1,0,2,0,0,0,0,0,0,0,0,"S4A16339_20220614_210000.wav",164
"J-lisiere",2022,6,15,100,2,3,0,1,1,0,0,0,0,0,0,0,"S4A16339_20220615_010000.wav",165
"J-lisiere",2022,6,21,1500,2,3,0,0,0,0,0,0,0,0,0,0,"S4A16339_20220621_150000.wav",171
"J-lisiere",2022,6,21,2100,2,2,0,0,0,0,0,0,0,0,0,0,"S4A16339_20220621_210000.wav",171
"J-lisiere",2022,6,22,100,2,2,0,0,0,0,0,0,0,0,0,0,"S4A16339_20220622_010000.wav",172
"J-lisiere",2022,6,28,1500,2,3,0,0,0,0,0,0,0,0,0,0,"S4A16339_20220628_150000.wav",178
"J-lisiere",2022,6,28,2100,3,1,0,2,0,0,0,0,0,0,0,0,"S4A16339_20220628_210000.wav",178
"J-lisiere",2022,6,29,100,3,2,1,1,2,1,0,0,0,0,0,0,"S4A16339_20220629_010000.wav",179
"J-lisiere",2022,7,5,1500,2,3,0,0,0,0,0,0,0,0,0,0,"S4A16339_20220705_150000.wav",185
"J-lisiere",2022,7,5,2100,1,2,0,0,0,0,0,0,0,0,0,0,"S4A16339_20220705_210000.wav",185
"J-lisiere",2022,7,6,100,1,2,0,0,0,0,0,0,0,0,0,0,"S4A16339_20220706_010000.wav",186
"J-lisiere",2022,7,12,1500,2,3,0,0,0,0,0,0,0,0,0,0,"S4A16339_20220712_150000.wav",192
"J-lisiere",2022,7,12,2100,2,2,0,0,0,0,0,0,0,0,0,0,"S4A16339_20220712_210000.wav",192
"J-lisiere",2022,7,13,100,2,2,0,0,2,0,0,0,0,0,0,0,"S4A16339_20220713_010000.wav",193
"J-lisiere",2022,7,19,1500,1,2,0,0,0,0,0,0,0,0,0,0,"S4A16339_20220719_150000.wav",199
"J-lisiere",2022,7,19,2100,3,1,0,0,1,0,0,0,0,0,0,0,"S4A16339_20220719_210000.wav",199
"J-lisiere",2022,7,20,100,3,1,0,0,2,0,0,0,0,0,0,0,"S4A16339_20220720_010000.wav",200
"J-lisiere",2022,7,26,1500,2,3,0,0,0,0,0,0,0,0,0,0,"S4A16339_20220726_150000.wav",206
"J-lisiere",2022,7,26,2100,3,3,0,0,0,0,0,0,0,0,0,0,"S4A16339_20220726_210000.wav",206
"J-lisiere",2022,7,27,100,3,1,0,0,0,0,0,0,0,0,0,0,"S4A16339_20220727_010000.wav",207
"K-foret",2022,5,25,100,3,1,0,0,1,0,0,0,0,0,0,0,"S4A16349_20220525_010000.wav",144
"K-foret",2022,5,31,1500,2,3,0,0,0,0,0,0,0,0,0,0,"S4A16349_20220531_150000.wav",150
"K-foret",2022,5,31,2100,1,3,0,1,0,0,0,0,0,0,0,0,"S4A16349_20220531_210000.wav",150
"K-foret",2022,6,1,100,1,3,0,0,0,0,0,0,0,0,0,0,"S4A16349_20220601_010000.wav",151
"K-foret",2022,6,7,1500,1,2,0,0,0,0,0,0,0,0,0,0,"S4A16349_20220607_150000.wav",157
"K-foret",2022,6,7,2100,1,2,0,0,0,0,0,0,0,0,0,0,"S4A16349_20220607_210000.wav",157
"K-foret",2022,6,8,100,1,2,0,0,0,0,0,0,0,0,0,0,"S4A16349_20220608_010000.wav",158
"K-foret",2022,6,14,1500,2,3,0,0,0,0,0,0,0,0,0,0,"S4A16349_20220614_150000.wav",164
"K-foret",2022,6,14,2100,2,3,0,0,2,0,0,0,0,0,0,0,"S4A16349_20220614_210000.wav",164
"K-foret",2022,6,15,100,3,1,0,0,3,0,0,0,0,0,0,0,"S4A16349_20220615_010000.wav",165
"K-foret",2022,6,21,1500,2,3,0,0,0,0,0,0,0,0,0,0,"S4A16349_20220621_150000.wav",171
"K-foret",2022,6,21,2100,2,2,0,0,0,0,0,0,0,0,0,0,"S4A16349_20220621_210000.wav",171
"K-foret",2022,6,22,100,2,2,0,0,1,0,0,0,0,0,0,0,"S4A16349_20220622_010000.wav",172
"K-foret",2022,6,28,1500,2,3,0,0,1,0,0,0,0,0,0,0,"S4A16349_20220628_150000.wav",178
"K-foret",2022,6,28,2100,2,3,0,0,1,0,0,0,0,0,0,0,"S4A16349_20220628_210000.wav",178
"K-foret",2022,6,29,100,3,1,0,0,2,0,0,0,0,0,0,0,"S4A16349_20220629_010000.wav",179
"K-foret",2022,7,5,1500,2,3,0,0,0,0,0,0,0,0,0,0,"S4A16349_20220705_150000.wav",185
"K-foret",2022,7,5,2100,1,2,0,0,0,0,0,0,0,0,0,0,"S4A16349_20220705_210000.wav",185
"K-foret",2022,7,6,100,1,2,0,0,0,0,0,0,0,0,0,0,"S4A16349_20220706_010000.wav",186
"K-foret",2022,7,12,1500,2,3,0,0,0,0,0,0,0,0,0,0,"S4A16349_20220712_150000.wav",192
"K-foret",2022,7,12,2100,2,3,0,0,2,0,0,0,0,0,0,0,"S4A16349_20220712_210000.wav",192
"K-foret",2022,7,13,100,3,1,0,0,2,0,0,0,0,0,0,0,"S4A16349_20220713_010000.wav",193
"K-foret",2022,7,19,1500,2,2,0,0,0,0,0,0,0,0,0,0,"S4A16349_20220719_150000.wav",199
"K-foret",2022,7,19,2100,2,3,0,0,2,0,0,0,0,0,0,0,"S4A16349_20220719_210000.wav",199
"K-foret",2022,7,20,100,3,1,0,0,2,0,0,0,0,0,0,0,"S4A16349_20220720_010000.wav",200
"K-foret",2022,7,26,1500,2,3,0,0,0,0,0,0,0,0,0,0,"S4A16349_20220726_150000.wav",206
"K-foret",2022,7,26,2100,2,3,0,0,2,0,0,0,0,0,0,0,"S4A16349_20220726_210000.wav",206
"K-foret",2022,7,27,100,3,2,0,0,2,0,0,0,0,0,0,0,"S4A16349_20220727_010000.wav",207
"K-lisiere",2022,5,25,100,3,1,0,0,0,0,0,0,0,0,0,0,"S4A16346_20220525_010000.wav",144
"K-lisiere",2022,5,31,1500,2,3,0,0,0,0,0,0,0,0,0,0,"S4A16346_20220531_150000.wav",150
"K-lisiere",2022,5,31,2100,2,2,0,2,0,0,0,0,0,0,0,0,"S4A16346_20220531_210000.wav",150
"K-lisiere",2022,6,1,100,2,3,0,1,0,0,0,0,0,0,0,0,"S4A16346_20220601_010000.wav",151
"K-lisiere",2022,6,6,1500,3,3,0,0,0,0,0,0,0,0,0,0,"S4A16346_20220606_150000.wav",156
"K-lisiere",2022,6,6,2100,2,3,0,3,0,0,0,0,0,0,0,0,"S4A16346_20220606_210000.wav",156
"K-lisiere",2022,6,7,100,2,3,0,0,0,0,0,0,0,0,0,0,"S4A16346_20220607_010000.wav",157
"K-lisiere",2022,6,14,1500,2,3,0,0,0,0,0,0,0,0,0,0,"S4A16346_20220614_150000.wav",164
"K-lisiere",2022,6,14,2100,2,3,0,2,0,0,0,0,0,0,0,0,"S4A16346_20220614_210000.wav",164
"K-lisiere",2022,6,15,100,3,1,0,0,1,0,0,0,0,0,0,0,"S4A16346_20220615_010000.wav",165
"K-lisiere",2022,6,21,1500,2,3,0,0,0,0,0,0,0,0,0,0,"S4A16346_20220621_150000.wav",171
"K-lisiere",2022,6,21,2100,2,2,0,0,0,0,0,0,0,0,0,0,"S4A16346_20220621_210000.wav",171
"K-lisiere",2022,6,22,100,2,2,0,0,0,0,0,0,0,0,0,0,"S4A16346_20220622_010000.wav",172
"K-lisiere",2022,6,28,1500,2,3,0,0,0,0,0,0,0,0,0,0,"S4A16346_20220628_150000.wav",178
"K-lisiere",2022,6,28,2100,3,3,0,2,1,0,0,0,0,0,0,0,"S4A16346_20220628_210000.wav",178
"K-lisiere",2022,6,29,100,3,1,0,1,2,0,0,0,0,0,0,0,"S4A16346_20220629_010000.wav",179
"K-lisiere",2022,7,5,1500,2,3,0,0,0,0,0,0,0,0,0,0,"S4A16346_20220705_150000.wav",185
"K-lisiere",2022,7,5,2100,1,2,0,0,0,0,0,0,0,0,0,0,"S4A16346_20220705_210000.wav",185
"K-lisiere",2022,7,6,100,1,2,0,0,1,0,0,0,0,0,0,0,"S4A16346_20220706_010000.wav",186
"K-lisiere",2022,7,19,1500,2,2,0,0,1,0,0,0,0,0,0,0,"S4A16346_20220719_150000.wav",199
"K-lisiere",2022,7,19,2100,3,3,0,0,2,0,0,0,0,0,0,0,"S4A16346_20220719_210000.wav",199
"K-lisiere",2022,7,20,100,3,1,0,0,3,0,0,0,0,0,0,0,"S4A16346_20220720_010000.wav",200
"K-lisiere",2022,7,26,1500,2,3,0,0,0,0,0,0,0,0,0,0,"S4A16346_20220726_150000.wav",206
"K-lisiere",2022,7,26,2100,2,3,0,0,1,0,0,0,0,0,0,0,"S4A16346_20220726_210000.wav",206
"K-lisiere",2022,7,27,100,3,1,0,0,2,0,0,0,0,0,0,0,"S4A16346_20220727_010000.wav",207
"L-lisiere",2022,5,25,100,2,3,0,1,0,0,0,0,0,0,0,1,"S4A16382_20220525_010000.wav",144
"L-lisiere",2022,5,31,1500,2,3,0,0,0,0,0,0,0,0,0,0,"S4A16382_20220531_150000.wav",150
"L-lisiere",2022,5,31,2100,2,3,0,2,0,0,0,0,0,0,0,0,"S4A16382_20220531_210000.wav",150
"L-lisiere",2022,6,1,100,2,3,0,0,0,0,0,0,0,0,0,0,"S4A16382_20220601_010000.wav",151
"L-lisiere",2022,6,7,1500,1,2,0,0,0,0,0,0,0,0,0,0,"S4A16382_20220607_150000.wav",157
"L-lisiere",2022,6,7,2100,1,2,0,0,0,0,0,0,0,0,0,0,"S4A16382_20220607_210000.wav",157
"L-lisiere",2022,6,8,100,1,2,0,0,0,0,0,0,0,0,0,0,"S4A16382_20220608_010000.wav",158
"L-lisiere",2022,6,14,1500,2,3,0,0,0,0,0,0,0,0,0,0,"S4A16382_20220614_150000.wav",164
"L-lisiere",2022,6,14,2100,2,3,0,2,0,0,0,0,0,0,0,0,"S4A16382_20220614_210000.wav",164
"L-lisiere",2022,6,15,100,3,3,0,1,0,0,0,0,0,0,0,0,"S4A16382_20220615_010000.wav",165
"L-lisiere",2022,6,21,1500,2,3,0,0,0,0,0,0,0,0,0,0,"S4A16382_20220621_150000.wav",171
"L-lisiere",2022,6,21,2100,2,2,0,2,0,0,0,0,0,0,0,0,"S4A16382_20220621_210000.wav",171
"L-lisiere",2022,6,22,100,2,2,0,0,0,0,0,0,0,0,0,0,"S4A16382_20220622_010000.wav",172
"L-lisiere",2022,6,28,1500,2,3,0,0,0,0,0,0,0,0,0,0,"S4A16382_20220628_150000.wav",178
"L-lisiere",2022,6,28,2100,3,3,0,2,0,0,0,0,0,0,0,0,"S4A16382_20220628_210000.wav",178
"L-lisiere",2022,6,29,100,3,3,1,0,2,0,0,0,0,0,0,0,"S4A16382_20220629_010000.wav",179
"L-lisiere",2022,7,5,1500,2,3,0,0,0,0,0,0,0,0,0,0,"S4A16382_20220705_150000.wav",185
"L-lisiere",2022,7,5,2100,1,2,0,1,0,0,0,0,0,0,0,0,"S4A16382_20220705_210000.wav",185
"L-lisiere",2022,7,6,100,1,2,0,0,0,0,0,0,0,0,0,0,"S4A16382_20220706_010000.wav",186
"L-lisiere",2022,7,12,1500,2,3,0,0,0,0,0,0,0,0,0,0,"S4A16382_20220712_150000.wav",192
"L-lisiere",2022,7,12,2100,2,2,0,0,0,0,0,0,0,0,0,0,"S4A16382_20220712_210000.wav",192
"L-lisiere",2022,7,13,100,3,2,0,0,1,0,0,0,0,0,0,0,"S4A16382_20220713_010000.wav",193
"L-lisiere",2022,7,19,1500,1,2,0,0,0,0,0,0,0,0,0,0,"S4A16382_20220719_150000.wav",199
"L-lisiere",2022,7,19,2100,3,1,0,0,2,0,0,0,0,0,0,0,"S4A16382_20220719_210000.wav",199
"L-lisiere",2022,7,20,100,3,1,0,0,2,0,0,0,0,0,0,0,"S4A16382_20220720_010000.wav",200
"L-lisiere",2022,7,26,1500,2,3,0,0,0,0,0,0,0,0,0,0,"S4A16382_20220726_150000.wav",206
"L-lisiere",2022,7,26,2100,3,3,0,0,0,0,0,0,0,0,0,0,"S4A16382_20220726_210000.wav",206
"L-lisiere",2022,7,27,100,3,1,0,0,1,0,0,0,0,0,0,0,"S4A16382_20220727_010000.wav",207
"M-foret",2022,5,25,100,2,3,0,0,0,0,0,0,0,0,0,1,"S4A16389_20220525_010000.wav",144
"M-foret",2022,5,31,1500,2,2,0,0,0,0,0,0,0,0,0,0,"S4A16389_20220531_150000.wav",150
"M-foret",2022,5,31,2100,2,3,0,2,0,0,0,0,0,0,0,1,"S4A16389_20220531_210000.wav",150
"M-foret",2022,6,1,100,2,3,0,1,1,0,0,0,0,0,0,1,"S4A16389_20220601_010000.wav",151
"M-foret",2022,6,7,1500,2,2,0,0,0,0,0,0,0,0,0,0,"S4A16389_20220607_150000.wav",157
"M-foret",2022,6,7,2100,1,2,0,0,0,0,0,0,0,0,0,0,"S4A16389_20220607_210000.wav",157
"M-foret",2022,6,8,100,2,2,0,0,0,0,0,0,0,0,0,0,"S4A16389_20220608_010000.wav",158
"M-foret",2022,6,14,1500,2,3,0,0,0,0,0,0,0,0,0,0,"S4A16389_20220614_150000.wav",164
"M-foret",2022,6,14,2100,2,3,0,2,0,0,0,0,0,0,0,0,"S4A16389_20220614_210000.wav",164
"M-foret",2022,6,15,100,2,3,0,0,2,0,0,0,0,0,0,0,"S4A16389_20220615_010000.wav",165
"M-foret",2022,6,21,1500,2,3,0,0,0,0,0,0,0,0,0,0,"S4A16389_20220621_150000.wav",171
"M-foret",2022,6,21,2100,1,2,0,0,0,0,0,0,0,0,0,0,"S4A16389_20220621_210000.wav",171
"M-foret",2022,6,22,100,2,2,0,0,0,0,0,0,0,0,0,0,"S4A16389_20220622_010000.wav",172
"M-foret",2022,6,28,1500,2,3,0,0,0,0,0,0,0,0,0,0,"S4A16389_20220628_150000.wav",178
"M-foret",2022,6,28,2100,2,3,0,1,0,0,0,0,0,0,0,0,"S4A16389_20220628_210000.wav",178
"M-foret",2022,6,29,100,2,2,0,0,1,0,0,0,0,0,0,0,"S4A16389_20220629_010000.wav",179
"M-foret",2022,7,5,1500,2,3,0,0,0,0,0,0,0,0,0,0,"S4A16389_20220705_150000.wav",185
"M-foret",2022,7,5,2100,1,2,0,0,0,0,0,0,0,0,0,0,"S4A16389_20220705_210000.wav",185
"M-foret",2022,7,6,100,1,2,0,0,0,0,0,0,0,0,0,0,"S4A16389_20220706_010000.wav",186
"M-foret",2022,7,12,1500,2,3,0,0,0,0,0,0,0,0,0,0,"S4A16389_20220712_150000.wav",192
"M-foret",2022,7,12,2100,2,2,0,0,0,0,0,0,0,0,0,0,"S4A16389_20220712_210000.wav",192
"M-foret",2022,7,13,100,2,2,0,0,0,0,0,0,0,0,0,0,"S4A16389_20220713_010000.wav",193
"M-foret",2022,7,19,1500,2,3,0,0,0,0,0,0,0,0,0,0,"S4A16389_20220719_150000.wav",199
"M-foret",2022,7,19,2100,2,3,0,0,0,0,0,0,0,0,0,0,"S4A16389_20220719_210000.wav",199
"M-foret",2022,7,20,100,2,3,0,0,0,0,0,0,0,0,0,0,"S4A16389_20220720_010000.wav",200
"M-foret",2022,7,26,1500,2,2,0,0,0,0,0,0,0,0,0,0,"S4A16389_20220726_150000.wav",206
"M-foret",2022,7,26,2100,2,2,0,0,0,0,0,0,0,0,0,0,"S4A16389_20220726_210000.wav",206
"M-foret",2022,7,27,100,2,3,0,0,0,0,0,0,0,0,0,0,"S4A16389_20220727_010000.wav",207
"M-lisiere",2022,5,25,100,1,3,0,0,1,0,0,0,0,0,0,1,"S4A16370_20220525_010000.wav",144
"M-lisiere",2022,5,31,1500,2,2,0,0,0,0,0,0,0,0,0,0,"S4A16370_20220531_150000.wav",150
"M-lisiere",2022,5,31,2100,2,3,0,2,0,0,0,0,0,0,0,1,"S4A16370_20220531_210000.wav",150
"M-lisiere",2022,6,1,100,2,3,0,0,0,0,0,0,0,0,0,1,"S4A16370_20220601_010000.wav",151
"M-lisiere",2022,6,7,1500,2,2,0,0,0,0,0,0,0,0,0,0,"S4A16370_20220607_150000.wav",157
"M-lisiere",2022,6,7,2100,1,2,0,0,0,0,0,0,0,0,0,0,"S4A16370_20220607_210000.wav",157
"M-lisiere",2022,6,8,100,2,2,0,0,0,0,0,0,0,0,0,0,"S4A16370_20220608_010000.wav",158
"M-lisiere",2022,6,14,1500,2,3,0,0,0,0,0,0,0,0,0,0,"S4A16370_20220614_150000.wav",164
"M-lisiere",2022,6,14,2100,2,3,0,2,0,0,0,0,0,0,0,0,"S4A16370_20220614_210000.wav",164
"M-lisiere",2022,6,15,100,2,3,0,0,1,0,0,0,0,0,0,0,"S4A16370_20220615_010000.wav",165
"M-lisiere",2022,6,21,1500,2,3,0,0,0,0,0,0,0,0,0,0,"S4A16370_20220621_150000.wav",171
"M-lisiere",2022,6,21,2100,1,2,0,0,0,0,0,0,0,0,0,0,"S4A16370_20220621_210000.wav",171
"M-lisiere",2022,6,22,100,2,2,0,0,0,0,0,0,0,0,0,0,"S4A16370_20220622_010000.wav",172
"M-lisiere",2022,6,28,1500,2,3,0,0,0,0,0,0,0,0,0,0,"S4A16370_20220628_150000.wav",178
