"Site","Year","Month","Day","Time24H","RecordingQuality","DisturbanceType","ANAME","HYVER","LICLA","LICAT","LIPAL","LIPIP","LISEP","LISYL","PSMACTRI","PSCRU","fileName","jour_julien"
"M-lisiere",2022,6,28,2100,2,2,0,0,0,0,0,0,0,0,0,0,"S4A16370_20220628_210000.wav",178
"M-lisiere",2022,6,29,100,2,2,0,0,0,0,0,0,0,0,0,0,"S4A16370_20220629_010000.wav",179
"M-lisiere",2022,7,5,1500,2,3,0,0,0,0,0,0,0,0,0,0,"S4A16370_20220705_150000.wav",185
"M-lisiere",2022,7,5,2100,1,2,0,0,0,0,0,0,0,0,0,0,"S4A16370_20220705_210000.wav",185
"M-lisiere",2022,7,6,100,1,2,0,0,0,0,0,0,0,0,0,0,"S4A16370_20220706_010000.wav",186
"M-lisiere",2022,7,12,1500,2,3,0,0,0,0,0,0,0,0,0,0,"S4A16370_20220712_150000.wav",192
"M-lisiere",2022,7,12,2100,2,3,0,0,0,0,0,0,0,0,0,0,"S4A16370_20220712_210000.wav",192
"M-lisiere",2022,7,13,100,2,2,0,0,0,0,0,0,0,0,0,0,"S4A16370_20220713_010000.wav",193
"M-lisiere",2022,7,19,1500,2,3,0,0,0,0,0,0,0,0,0,0,"S4A16370_20220719_150000.wav",199
"M-lisiere",2022,7,19,2100,2,3,0,0,0,0,0,0,0,0,0,0,"S4A16370_20220719_210000.wav",199
"M-lisiere",2022,7,20,100,2,2,0,0,0,0,0,0,0,0,0,0,"S4A16370_20220720_010000.wav",200
"M-lisiere",2022,7,26,1500,2,3,0,0,0,0,0,0,0,0,0,0,"S4A16370_20220726_150000.wav",206
"M-lisiere",2022,7,26,2100,2,3,0,0,0,0,0,0,0,0,0,0,"S4A16370_20220726_210000.wav",206
"M-lisiere",2022,7,27,100,3,1,0,0,0,0,0,0,0,0,0,0,"S4A16370_20220727_010000.wav",207
"N-foret",2022,5,25,100,3,2,0,0,0,0,0,0,0,0,0,0,"S4A16424_20220525_010000.wav",144
"N-foret",2022,5,31,1500,2,2,0,0,0,0,0,0,0,0,0,0,"S4A16424_20220531_150000.wav",150
"N-foret",2022,5,31,2100,2,2,0,0,0,0,0,0,0,0,0,0,"S4A16424_20220531_210000.wav",150
"N-foret",2022,6,1,100,2,2,0,0,0,0,0,0,0,0,0,0,"S4A16424_20220601_010000.wav",151
"N-foret",2022,6,7,1500,2,2,0,0,0,0,0,0,0,0,0,0,"S4A16424_20220607_150000.wav",157
"N-foret",2022,6,7,2100,1,2,0,0,0,0,0,0,0,0,0,0,"S4A16424_20220607_210000.wav",157
"N-foret",2022,6,8,100,2,2,0,0,0,0,0,0,0,0,0,0,"S4A16424_20220608_010000.wav",158
"N-foret",2022,6,14,1500,2,3,0,0,0,0,0,0,0,0,0,0,"S4A16424_20220614_150000.wav",164
"N-foret",2022,6,14,2100,2,3,0,0,0,0,0,0,0,0,0,0,"S4A16424_20220614_210000.wav",164
"N-foret",2022,6,15,100,3,3,0,0,0,0,0,0,0,0,0,0,"S4A16424_20220615_010000.wav",165
"N-foret",2022,6,21,1500,2,3,0,0,0,0,0,0,0,0,0,0,"S4A16424_20220621_150000.wav",171
"N-foret",2022,6,21,2100,2,2,0,0,0,0,0,0,0,0,0,0,"S4A16424_20220621_210000.wav",171
"N-foret",2022,6,22,100,2,2,0,1,0,0,0,0,0,0,0,0,"S4A16424_20220622_010000.wav",172
"N-foret",2022,6,28,1500,2,3,0,0,0,0,0,0,0,0,0,0,"S4A16424_20220628_150000.wav",178
"N-foret",2022,6,28,2100,2,3,0,0,0,0,0,0,0,0,0,0,"S4A16424_20220628_210000.wav",178
"N-foret",2022,6,29,100,2,2,0,0,0,0,0,0,0,0,0,0,"S4A16424_20220629_010000.wav",179
"N-foret",2022,7,5,1500,2,3,0,0,0,0,0,0,0,0,0,0,"S4A16424_20220705_150000.wav",185
"N-foret",2022,7,5,2100,1,2,0,0,0,0,0,0,0,0,0,0,"S4A16424_20220705_210000.wav",185
"N-foret",2022,7,6,100,1,2,0,0,0,0,0,0,0,0,0,0,"S4A16424_20220706_010000.wav",186
"N-foret",2022,7,12,1500,2,3,0,0,0,0,0,0,0,0,0,0,"S4A16424_20220712_150000.wav",192
"N-foret",2022,7,12,2100,2,2,0,0,0,0,0,0,0,0,0,0,"S4A16424_20220712_210000.wav",192
"N-foret",2022,7,13,100,2,2,0,0,0,0,0,0,0,0,0,0,"S4A16424_20220713_010000.wav",193
"N-foret",2022,7,19,1500,2,3,0,0,0,0,0,0,0,0,0,0,"S4A16424_20220719_150000.wav",199
"N-foret",2022,7,19,2100,2,3,0,0,0,0,0,0,0,0,0,0,"S4A16424_20220719_210000.wav",199
"N-foret",2022,7,20,100,2,2,0,0,0,0,0,0,0,0,0,0,"S4A16424_20220720_010000.wav",200
"N-foret",2022,7,26,1500,2,3,0,0,0,0,0,0,0,0,0,0,"S4A16424_20220726_150000.wav",206
"N-foret",2022,7,26,2100,2,3,0,0,0,0,0,0,0,0,0,0,"S4A16424_20220726_210000.wav",206
"N-foret",2022,7,27,100,3,3,0,0,0,0,0,0,0,0,0,0,"S4A16424_20220727_010000.wav",207
"N-lisiere",2022,5,25,100,2,3,0,0,2,0,0,0,0,0,0,2,"S4A16385_20220525_010000.wav",144
"N-lisiere",2022,5,31,1500,2,2,0,0,0,0,0,0,0,0,0,0,"S4A16385_20220531_150000.wav",150
"N-lisiere",2022,5,31,2100,2,3,0,2,0,0,0,0,0,0,0,1,"S4A16385_20220531_210000.wav",150
"N-lisiere",2022,6,1,100,2,3,0,0,2,0,0,0,0,0,0,0,"S4A16385_20220601_010000.wav",151
"N-lisiere",2022,6,7,1500,2,2,0,0,0,0,0,0,0,0,0,0,"S4A16385_20220607_150000.wav",157
"N-lisiere",2022,6,7,2100,1,2,0,2,0,0,0,0,0,0,0,0,"S4A16385_20220607_210000.wav",157
"N-lisiere",2022,6,8,100,1,2,0,0,1,0,0,0,0,0,0,0,"S4A16385_20220608_010000.wav",158
"N-lisiere",2022,6,14,1500,2,3,0,0,0,0,0,0,0,0,0,0,"S4A16385_20220614_150000.wav",164
"N-lisiere",2022,6,14,2100,2,3,0,2,0,0,0,0,0,0,0,0,"S4A16385_20220614_210000.wav",164
"N-lisiere",2022,6,15,100,3,3,0,0,3,0,0,0,0,0,0,0,"S4A16385_20220615_010000.wav",165
"N-lisiere",2022,6,21,1500,2,3,0,0,0,0,0,0,0,0,0,0,"S4A16385_20220621_150000.wav",171
"N-lisiere",2022,6,21,2100,1,2,0,0,0,0,0,0,0,0,0,0,"S4A16385_20220621_210000.wav",171
"N-lisiere",2022,6,22,100,2,2,0,0,1,0,0,0,0,0,0,0,"S4A16385_20220622_010000.wav",172
"N-lisiere",2022,6,28,1500,2,3,0,0,0,0,0,0,0,0,0,0,"S4A16385_20220626_150000.wav",178
"N-lisiere",2022,6,28,2100,2,3,0,2,0,0,0,0,0,0,0,0,"S4A16385_20220626_210000.wav",178
"N-lisiere",2022,6,29,100,3,1,0,0,2,0,0,0,0,0,0,0,"S4A16385_20220627_010000.wav",179
"N-lisiere",2022,7,5,1500,2,3,0,0,0,0,0,0,0,0,0,0,"S4A16385_20220705_150000.wav",185
"N-lisiere",2022,7,5,2100,1,2,0,0,0,0,0,0,0,0,0,0,"S4A16385_20220705_210000.wav",185
"N-lisiere",2022,7,6,100,1,2,0,0,0,0,0,0,0,0,0,0,"S4A16385_20220706_010000.wav",186
"N-lisiere",2022,7,12,1500,2,3,0,0,0,0,0,0,0,0,0,0,"S4A16385_20220712_150000.wav",192
"N-lisiere",2022,7,12,2100,1,2,0,0,0,0,0,0,0,0,0,0,"S4A16385_20220712_210000.wav",192
"N-lisiere",2022,7,13,100,1,2,0,0,1,0,0,0,0,0,0,0,"S4A16385_20220713_010000.wav",193
"N-lisiere",2022,7,19,1500,1,2,0,0,0,0,0,0,0,0,0,0,"S4A16385_20220719_150000.wav",199
"N-lisiere",2022,7,19,2100,2,3,0,0,0,0,0,0,0,0,0,0,"S4A16385_20220719_210000.wav",199
"N-lisiere",2022,7,20,100,2,3,0,0,2,0,0,0,0,0,0,0,"S4A16385_20220720_010000.wav",200
"N-lisiere",2022,7,26,1500,2,2,0,0,0,0,0,0,0,0,0,0,"S4A16385_20220726_150000.wav",206
"N-lisiere",2022,7,26,2100,1,2,0,0,0,0,0,0,0,0,0,0,"S4A16385_20220726_210000.wav",206
"N-lisiere",2022,7,27,100,2,3,0,0,2,0,0,0,0,0,0,0,"S4A16385_20220727_010000.wav",207
"L-foret_O-lisiere",2022,5,25,100,3,1,0,0,1,0,0,1,0,0,0,1,"S4A16419_20220525_010000.wav",144
"L-foret_O-lisiere",2022,5,31,1500,2,3,0,0,0,0,0,0,0,0,0,0,"S4A16419_20220531_150000.wav",150
"L-foret_O-lisiere",2022,5,31,2100,2,3,0,1,1,0,0,0,0,0,0,0,"S4A16419_20220531_210000.wav",150
"L-foret_O-lisiere",2022,6,1,100,2,3,0,0,1,0,0,0,0,0,0,0,"S4A16419_20220601_010000.wav",151
"L-foret_O-lisiere",2022,6,7,1500,1,2,0,0,0,0,0,0,0,0,0,0,"S4A16419_20220607_150000.wav",157
"L-foret_O-lisiere",2022,6,7,2100,1,2,0,1,0,0,0,0,0,0,0,0,"S4A16419_20220607_210000.wav",157
"L-foret_O-lisiere",2022,6,8,100,1,2,0,0,0,0,0,0,0,0,0,0,"S4A16419_20220608_010000.wav",158
"L-foret_O-lisiere",2022,6,14,1500,3,3,0,0,0,0,0,0,0,0,0,0,"S4A16419_20220614_150000.wav",164
"L-foret_O-lisiere",2022,6,14,2100,3,3,0,2,0,0,0,0,0,0,0,0,"S4A16419_20220614_210000.wav",164
"L-foret_O-lisiere",2022,6,15,100,3,3,0,1,1,0,0,0,0,0,0,0,"S4A16419_20220615_010000.wav",165
"L-foret_O-lisiere",2022,6,21,1500,2,3,0,0,0,0,0,0,0,0,0,0,"S4A16419_20220621_150000.wav",171
"L-foret_O-lisiere",2022,6,21,2100,1,2,0,2,0,0,0,0,0,0,0,0,"S4A16419_20220621_210000.wav",171
"L-foret_O-lisiere",2022,6,22,100,2,2,0,0,0,0,0,0,0,0,0,0,"S4A16419_20220622_010000.wav",172
"L-foret_O-lisiere",2022,6,28,1500,2,3,0,0,0,0,0,0,0,0,0,0,"S4A16419_20220628_150000.wav",178
"L-foret_O-lisiere",2022,6,28,2100,3,3,0,2,0,0,0,0,0,0,0,0,"S4A16419_20220628_210000.wav",178
"L-foret_O-lisiere",2022,6,29,100,3,1,1,0,2,0,0,0,0,0,0,0,"S4A16419_20220629_010000.wav",179
"L-foret_O-lisiere",2022,7,5,1500,2,3,0,0,0,0,0,0,0,0,0,0,"S4A16419_20220705_150000.wav",185
"L-foret_O-lisiere",2022,7,5,2100,1,2,0,0,0,0,0,0,0,0,0,0,"S4A16419_20220705_210000.wav",185
"L-foret_O-lisiere",2022,7,6,100,1,2,0,0,0,0,0,0,0,0,0,0,"S4A16419_20220706_010000.wav",186
"L-foret_O-lisiere",2022,7,12,1500,2,2,0,0,0,0,0,0,0,0,0,0,"S4A16419_20220712_150000.wav",192
"L-foret_O-lisiere",2022,7,12,2100,2,2,0,0,0,0,0,0,0,0,0,0,"S4A16419_20220712_210000.wav",192
"L-foret_O-lisiere",2022,7,13,100,3,1,0,0,2,0,0,0,0,0,0,0,"S4A16419_20220713_010000.wav",193
"L-foret_O-lisiere",2022,7,19,1500,2,2,0,0,0,0,0,0,0,0,0,0,"S4A16419_20220719_150000.wav",199
"L-foret_O-lisiere",2022,7,19,2100,3,3,0,0,0,0,0,0,0,0,0,0,"S4A16419_20220719_210000.wav",199
"L-foret_O-lisiere",2022,7,20,100,3,3,0,0,2,0,0,0,0,0,0,0,"S4A16419_20220720_010000.wav",200
"L-foret_O-lisiere",2022,7,26,1500,2,3,0,0,0,0,0,0,0,0,0,0,"S4A16419_20220726_150000.wav",206
"L-foret_O-lisiere",2022,7,26,2100,3,1,0,0,1,0,0,0,0,0,0,0,"S4A16419_20220726_210000.wav",206
"L-foret_O-lisiere",2022,7,27,100,3,1,0,0,2,0,0,0,0,0,0,0,"S4A16419_20220727_010000.wav",207
"P-lisiere",2022,5,25,100,2,2,0,0,2,2,0,0,0,0,0,0,"S4A16340_20220525_010000.wav",144
"P-lisiere",2022,5,31,1500,1,3,0,0,0,0,0,0,0,0,0,0,"S4A16340_20220531_150000.wav",150
"P-lisiere",2022,5,31,2100,2,2,1,0,0,0,0,0,0,0,0,0,"S4A16340_20220531_210000.wav",150
"P-lisiere",2022,6,1,100,2,2,0,0,1,0,0,0,0,0,0,0,"S4A16340_20220601_010000.wav",151
"P-lisiere",2022,6,7,1500,1,2,0,0,0,0,0,0,0,0,0,0,"S4A16340_20220607_150000.wav",157
"P-lisiere",2022,6,7,2100,1,2,0,0,0,0,0,0,0,0,0,0,"S4A16340_20220607_210000.wav",157
"P-lisiere",2022,6,8,100,1,2,0,0,0,0,0,0,0,0,0,0,"S4A16340_20220608_010000.wav",158
"P-lisiere",2022,6,14,1500,2,3,0,0,0,0,0,0,0,0,0,0,"S4A16340_20220614_150000.wav",164
"P-lisiere",2022,6,14,2100,2,2,0,2,0,0,0,0,0,0,0,0,"S4A16340_20220614_210000.wav",164
"P-lisiere",2022,6,15,100,3,1,0,0,2,0,0,0,0,0,0,0,"S4A16340_20220615_010000.wav",165
"P-lisiere",2022,6,21,1500,2,2,0,0,0,0,0,0,0,0,0,0,"S4A16340_20220621_150000.wav",171
"P-lisiere",2022,6,21,2100,2,2,0,0,0,0,0,0,0,0,0,0,"S4A16340_20220621_210000.wav",171
"P-lisiere",2022,6,22,100,1,2,0,0,0,0,0,0,0,0,0,0,"S4A16340_20220622_010000.wav",172
"P-lisiere",2022,6,28,1500,2,3,0,0,0,0,0,0,0,0,0,0,"S4A16340_20220628_150000.wav",178
"P-lisiere",2022,6,28,2100,2,3,0,0,0,0,0,0,0,0,0,0,"S4A16340_20220628_210000.wav",178
"P-lisiere",2022,6,29,100,3,2,0,0,2,0,0,0,0,0,0,0,"S4A16340_20220629_010000.wav",179
"P-lisiere",2022,7,5,1500,2,3,0,0,0,0,0,0,0,0,0,0,"S4A16340_20220705_150000.wav",185
"P-lisiere",2022,7,5,2100,1,2,0,0,0,0,0,0,0,0,0,0,"S4A16340_20220705_210000.wav",185
"P-lisiere",2022,7,6,100,2,2,0,0,2,0,0,0,0,0,0,0,"S4A16340_20220706_010000.wav",186
"P-lisiere",2022,7,12,1500,2,2,0,0,0,0,0,0,0,0,0,0,"S4A16340_20220712_150000.wav",192
"P-lisiere",2022,7,12,2100,2,2,0,0,1,0,0,0,0,0,0,0,"S4A16340_20220712_210000.wav",192
"P-lisiere",2022,7,13,100,2,2,1,0,2,0,0,0,0,0,0,0,"S4A16340_20220713_010000.wav",193
"P-lisiere",2022,7,19,1500,1,2,0,0,0,0,0,0,0,0,0,0,"S4A16340_20220719_150000.wav",199
"P-lisiere",2022,7,19,2100,2,3,0,0,1,0,0,0,0,0,0,0,"S4A16340_20220719_210000.wav",199
"P-lisiere",2022,7,20,100,3,1,0,0,3,0,0,0,0,0,0,0,"S4A16340_20220720_010000.wav",200
"P-lisiere",2022,7,26,1500,2,2,0,0,0,0,0,0,0,0,0,0,"S4A16340_20220726_150000.wav",206
"P-lisiere",2022,7,26,2100,3,3,0,0,1,0,0,0,0,0,0,0,"S4A16340_20220726_210000.wav",206
"P-lisiere",2022,7,27,100,3,2,0,0,2,0,0,0,0,0,0,0,"S4A16340_20220727_010000.wav",207
"Q-lisiere",2022,5,25,100,3,1,0,0,2,2,0,0,0,0,0,0,"S4A16377_20220525_010000.wav",144
"Q-lisiere",2022,5,31,1500,1,2,0,0,0,0,0,0,0,0,0,0,"S4A16377_20220531_150000.wav",150
"Q-lisiere",2022,5,31,2100,2,2,0,1,0,0,0,0,0,0,0,0,"S4A16377_20220531_210000.wav",150
"Q-lisiere",2022,6,1,100,2,2,0,0,2,2,0,0,0,0,0,0,"S4A16377_20220601_010000.wav",151
"Q-lisiere",2022,6,7,1500,1,2,0,0,0,0,0,0,0,0,0,0,"S4A16377_20220607_150000.wav",157
"Q-lisiere",2022,6,7,2100,1,2,0,1,0,0,0,0,0,0,0,0,"S4A16377_20220607_210000.wav",157
"Q-lisiere",2022,6,8,100,1,2,0,0,0,0,0,0,0,0,0,0,"S4A16377_20220608_010000.wav",158
"Q-lisiere",2022,6,14,1500,2,3,0,0,0,0,0,0,0,0,0,0,"S4A16377_20220614_150000.wav",164
"Q-lisiere",2022,6,14,2100,2,2,0,3,0,0,0,0,0,0,0,0,"S4A16377_20220614_210000.wav",164
"Q-lisiere",2022,6,15,100,3,2,0,1,2,3,0,0,0,0,0,0,"S4A16377_20220615_010000.wav",165
"Q-lisiere",2022,6,21,1500,2,3,0,0,0,0,0,0,0,0,0,0,"S4A16377_20220621_150000.wav",171
"Q-lisiere",2022,6,21,2100,1,2,0,2,0,0,0,0,0,0,0,0,"S4A16377_20220621_210000.wav",171
"Q-lisiere",2022,6,22,100,1,2,0,0,0,0,0,0,0,0,0,0,"S4A16377_20220622_010000.wav",172
"Q-lisiere",2022,6,28,1500,2,3,0,0,0,0,0,0,0,0,0,0,"S4A16377_20220628_150000.wav",178
"Q-lisiere",2022,6,28,2100,2,3,0,2,0,0,0,0,0,0,0,0,"S4A16377_20220628_210000.wav",178
"Q-lisiere",2022,6,29,100,2,2,0,0,2,0,0,0,0,0,0,0,"S4A16377_20220629_010000.wav",179
"Q-lisiere",2022,7,5,1500,2,2,0,0,0,0,0,0,0,0,0,0,"S4A16377_20220705_150000.wav",185
"Q-lisiere",2022,7,5,2100,1,2,0,2,0,0,0,0,0,0,0,0,"S4A16377_20220705_210000.wav",185
"Q-lisiere",2022,7,6,100,2,2,0,0,0,0,0,0,0,0,0,0,"S4A16377_20220706_010000.wav",186
"Q-lisiere",2022,7,12,1500,2,2,0,0,0,0,0,0,0,0,0,0,"S4A16377_20220712_150000.wav",192
"Q-lisiere",2022,7,12,2100,2,3,0,1,0,0,0,0,0,0,0,0,"S4A16377_20220712_210000.wav",192
"Q-lisiere",2022,7,13,100,2,2,0,0,1,0,0,0,0,0,0,0,"S4A16377_20220713_010000.wav",193
"Q-lisiere",2022,7,19,1500,1,2,0,0,0,0,0,0,0,0,0,0,"S4A16377_20220719_150000.wav",199
"Q-lisiere",2022,7,19,2100,2,3,0,1,1,0,0,0,0,0,0,0,"S4A16377_20220719_210000.wav",199
"Q-lisiere",2022,7,20,100,3,1,0,0,2,0,0,0,0,0,0,0,"S4A16377_20220720_010000.wav",200
"Q-lisiere",2022,7,26,1500,2,2,0,0,0,0,0,0,0,0,0,0,"S4A16377_20220726_150000.wav",206
"Q-lisiere",2022,7,26,2100,2,3,0,0,0,0,0,0,0,0,0,0,"S4A16377_20220726_210000.wav",206
"Q-lisiere",2022,7,27,100,2,2,0,0,1,0,0,0,0,0,0,0,"S4A16377_20220727_010000.wav",207
"W-lisiere",2022,5,25,100,3,1,0,0,1,1,0,0,0,0,0,0,"S4A16366_20220525_010000.wav",144
"W-lisiere",2022,5,31,1500,2,2,0,0,0,0,0,0,0,0,0,0,"S4A16366_20220531_150000.wav",150
"W-lisiere",2022,5,31,2100,2,2,0,0,0,0,0,0,0,0,0,0,"S4A16366_20220531_210000.wav",150
"W-lisiere",2022,6,1,100,3,1,0,0,1,0,0,0,0,0,0,0,"S4A16366_20220601_010000.wav",151
"W-lisiere",2022,6,7,1500,1,2,0,0,0,0,0,0,0,0,0,0,"S4A16366_20220607_150000.wav",157
"W-lisiere",2022,6,7,2100,1,2,0,1,0,0,0,0,0,0,0,0,"S4A16366_20220607_210000.wav",157
"W-lisiere",2022,6,8,100,1,2,0,0,0,0,0,0,0,0,0,0,"S4A16366_20220608_010000.wav",158
"W-lisiere",2022,6,14,1500,2,2,0,0,0,0,0,0,0,0,0,0,"S4A16366_20220614_150000.wav",164
"W-lisiere",2022,6,14,2100,2,3,0,2,0,0,0,0,0,0,0,0,"S4A16366_20220614_210000.wav",164
"W-lisiere",2022,6,15,100,3,2,0,0,2,0,0,0,0,0,0,0,"S4A16366_20220615_010000.wav",165
"W-lisiere",2022,6,21,1500,2,3,0,0,0,0,0,0,0,0,0,0,"S4A16366_20220621_150000.wav",171
"W-lisiere",2022,6,21,2100,2,2,0,1,0,0,0,0,0,0,0,0,"S4A16366_20220621_210000.wav",171
"W-lisiere",2022,6,22,100,1,2,0,0,0,0,0,0,0,0,0,0,"S4A16366_20220622_010000.wav",172
"W-lisiere",2022,6,28,1500,2,2,0,0,0,0,0,0,0,0,0,0,"S4A16366_20220628_150000.wav",178
"W-lisiere",2022,6,28,2100,3,3,1,3,0,0,0,0,0,0,0,0,"S4A16366_20220628_210000.wav",178
"W-lisiere",2022,6,29,100,2,2,1,1,1,1,0,0,0,0,0,0,"S4A16366_20220629_010000.wav",179
"W-lisiere",2022,7,5,1500,2,2,0,0,0,0,0,0,0,0,0,0,"S4A16366_20220705_150000.wav",185
"W-lisiere",2022,7,5,2100,1,2,0,0,0,0,0,0,0,0,0,0,"S4A16366_20220705_210000.wav",185
"W-lisiere",2022,7,6,100,1,2,0,0,0,0,0,0,0,0,0,0,"S4A16366_20220706_010000.wav",186
"W-lisiere",2022,7,12,1500,2,2,0,0,0,0,0,0,0,0,0,0,"S4A16366_20220712_150000.wav",192
"W-lisiere",2022,7,12,2100,2,3,0,1,0,0,0,0,0,0,0,0,"S4A16366_20220712_210000.wav",192
"W-lisiere",2022,7,13,100,2,2,0,2,0,0,0,0,0,0,0,0,"S4A16366_20220713_010000.wav",193
"W-lisiere",2022,7,19,1500,1,2,0,0,0,0,0,0,0,0,0,0,"S4A16366_20220719_150000.wav",199
"W-lisiere",2022,7,19,2100,3,1,0,1,0,0,0,0,0,0,0,0,"S4A16366_20220719_210000.wav",199
"W-lisiere",2022,7,20,100,3,1,0,0,2,0,0,0,0,0,0,0,"S4A16366_20220720_010000.wav",200
"W-lisiere",2022,7,26,1500,2,3,0,0,0,0,0,0,0,0,0,0,"S4A16366_20220726_150000.wav",206
"W-lisiere",2022,7,26,2100,3,3,0,0,0,0,0,0,0,0,0,0,"S4A16366_20220726_210000.wav",206
"W-lisiere",2022,7,27,100,2,2,0,0,1,0,0,0,0,0,0,0,"S4A16366_20220727_010000.wav",207
"X-foret_X-lisiere",2022,5,25,100,3,1,0,0,1,2,0,0,0,0,0,0,"S4A16427_20220525_010000.wav",144
"X-foret_X-lisiere",2022,5,31,1500,2,3,0,0,0,0,0,0,0,0,0,0,"S4A16427_20220531_150000.wav",150
"X-foret_X-lisiere",2022,5,31,2100,2,3,0,1,0,0,0,0,0,0,0,0,"S4A16427_20220531_210000.wav",150
"X-foret_X-lisiere",2022,6,1,100,3,1,1,0,0,0,0,0,0,0,0,0,"S4A16427_20220601_010000.wav",151
"X-foret_X-lisiere",2022,6,7,1500,1,2,0,0,0,0,0,0,0,0,0,0,"S4A16427_20220607_150000.wav",157
"X-foret_X-lisiere",2022,6,7,2100,1,2,0,0,0,0,0,0,0,0,0,0,"S4A16427_20220607_210000.wav",157
"X-foret_X-lisiere",2022,6,8,100,1,2,0,0,0,0,0,0,0,0,0,0,"S4A16427_20220608_010000.wav",158
"X-foret_X-lisiere",2022,6,14,1500,2,2,0,0,0,0,0,0,0,0,0,0,"S4A16427_20220614_150000.wav",164
"X-foret_X-lisiere",2022,6,14,2100,2,3,0,0,0,0,0,0,0,0,0,0,"S4A16427_20220614_210000.wav",164
"X-foret_X-lisiere",2022,6,15,100,3,1,1,0,1,0,0,0,0,0,0,0,"S4A16427_20220615_010000.wav",165
"X-foret_X-lisiere",2022,6,21,1500,2,2,0,0,0,0,0,0,0,0,0,0,"S4A16427_20220621_150000.wav",171
"X-foret_X-lisiere",2022,6,21,2100,1,2,0,0,0,0,0,0,0,0,0,0,"S4A16427_20220621_210000.wav",171
"X-foret_X-lisiere",2022,6,22,100,1,2,0,0,0,0,0,0,0,0,0,0,"S4A16427_20220622_010000.wav",172
"X-foret_X-lisiere",2022,6,28,1500,2,2,0,0,0,0,0,0,0,0,0,0,"S4A16427_20220628_150000.wav",178
"X-foret_X-lisiere",2022,6,28,2100,2,3,0,1,0,0,0,0,0,0,0,0,"S4A16427_20220628_210000.wav",178
"X-foret_X-lisiere",2022,6,29,100,3,2,0,0,2,1,0,0,0,0,0,0,"S4A16427_20220629_010000.wav",179
"X-foret_X-lisiere",2022,7,5,1500,2,3,0,0,0,0,0,0,0,0,0,0,"S4A16427_20220705_150000.wav",185
"X-foret_X-lisiere",2022,7,5,2100,1,2,0,0,0,0,0,0,0,0,0,0,"S4A16427_20220705_210000.wav",185
"X-foret_X-lisiere",2022,7,6,100,1,2,0,0,0,0,0,0,0,0,0,0,"S4A16427_20220706_010000.wav",186
"X-foret_X-lisiere",2022,7,12,1500,2,2,0,0,0,0,0,0,0,0,0,0,"S4A16427_20220712_150000.wav",192
"X-foret_X-lisiere",2022,7,12,2100,2,3,0,0,0,0,0,0,0,0,0,0,"S4A16427_20220712_210000.wav",192
"X-foret_X-lisiere",2022,7,13,100,2,2,0,0,2,0,0,0,0,0,0,0,"S4A16427_20220712_010000.wav",193
"X-foret_X-lisiere",2022,7,19,1500,1,2,0,0,0,0,0,0,0,0,0,0,"S4A16427_20220719_150000.wav",199
"X-foret_X-lisiere",2022,7,19,2100,3,3,0,0,1,0,0,0,0,0,0,0,"S4A16427_20220719_210000.wav",199
"X-foret_X-lisiere",2022,7,20,100,3,1,0,0,2,0,0,0,0,0,0,0,"S4A16427_20220720_010000.wav",200
"X-foret_X-lisiere",2022,7,26,1500,2,3,0,0,0,0,0,0,0,0,0,0,"S4A16427_20220726_150000.wav",206
"X-foret_X-lisiere",2022,7,26,2100,2,3,0,0,1,0,0,0,0,0,0,0,"S4A16427_20220726_210000.wav",206
"X-foret_X-lisiere",2022,7,27,100,2,2,0,0,1,0,0,0,0,0,0,0,"S4A16427_20220727_010000.wav",207
"Y-lisiere",2022,5,25,100,3,1,0,0,0,1,0,0,0,0,0,0,"S4A16388_20220525_010000.wav",144
"Y-lisiere",2022,5,31,1500,2,2,0,0,0,0,0,0,0,0,0,0,"S4A16388_20220531_150000.wav",150
"Y-lisiere",2022,5,31,2100,2,3,0,0,0,0,0,0,0,0,0,0,"S4A16388_20220531_210000.wav",150
"Y-lisiere",2022,6,1,100,3,1,1,0,0,1,0,0,0,0,0,0,"S4A16388_20220601_010000.wav",151
"Y-lisiere",2022,6,7,1500,1,2,0,0,0,0,0,0,0,0,0,0,"S4A16388_20220607_150000.wav",157
"Y-lisiere",2022,6,7,2100,1,2,0,0,0,0,0,0,0,0,0,0,"S4A16388_20220607_210000.wav",157
"Y-lisiere",2022,6,8,100,1,2,0,0,0,0,0,0,0,0,0,0,"S4A16388_20220608_010000.wav",158
"Y-lisiere",2022,6,14,1500,2,3,0,0,0,0,0,0,0,0,0,0,"S4A16388_20220614_150000.wav",164
"Y-lisiere",2022,6,14,2100,2,2,0,1,0,0,0,0,0,0,0,0,"S4A16388_20220614_210000.wav",164
"Y-lisiere",2022,6,15,100,3,3,1,0,1,1,0,0,0,0,0,0,"S4A16388_20220615_010000.wav",165
"Y-lisiere",2022,6,21,1500,2,3,0,0,0,0,0,0,0,0,0,0,"S4A16388_20220621_150000.wav",171
"Y-lisiere",2022,6,21,2100,1,2,0,0,0,0,0,0,0,0,0,0,"S4A16388_20220621_210000.wav",171
"Y-lisiere",2022,6,22,100,1,2,0,0,0,0,0,0,0,0,0,0,"S4A16388_20220622_010000.wav",172
"Y-lisiere",2022,6,28,1500,2,2,0,0,0,0,0,0,0,0,0,0,"S4A16388_20220628_150000.wav",178
